ID,Name,Owner,Mailing_Address,Phone_1,Phone_2,Email,Website,Business_Operation_Year,Franchise,Own_Lease,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Income_052019_062019,Income_052020_062020,Income_052021_062021,Profit_052019_062019,Profit_052020_062020,Profit_052021_062021,Selected_Open,Helpfulness,Long,Lat
87,A-OK CAFE,Edgar Raynor,50 BLOOR ST W,2434678427,5682715287,zxuwtars@ixzvjhbtcr.lmj,QPO5gDXnKqc73 @ qly .com,Under 1 year,Y,Lease,34,2,19,128,50,53,Y,Y,Y,N,Others,N,Average,367876,105491,321295,14864,1032,12982,Y,3,-79.38832,43.67039
88,A.C. RANCH CAFFE,Raphael Stiedemann,1220 ST CLAIR AVE W,7212635726,6438138796,ave@dkvwfx.hgn,0MxclotEuzUhf @ mtw .com,1-5 years,N,Own,53,8,64,100,29,49,Y,Y,Y,Y,Thai,Y,Low-end,266273,120710,129490,7120,3256,3462,Y,5,-79.44478,43.67785
89,A1 NEW YORK FRIED CHICKEN/A1 OURKITCHEN,Lacy Yost,"2300 FINCH AVE W, Unit-# 52",5895911946,5693925921,cr@nm.kiu,3G3j1Qfxnytrq @ fls .com,Under 1 year,Y,Own,24,3,1,167,28,85,Y,N,Y,N,Thai,Y,High-end,459740,116337,109304,18354,3560,4363,N,0,-79.54227,43.75362
90,AAA,Joannie Luettgen,1276 QUEEN ST E,3423157518,9421639156,yiaslzruo@vapjtmdhw.tvp,cWSStsLnjiqou @ ynl .com,11-20 years,N,Lease,50,6,16,89,18,84,Y,N,N,N,Vietnamese,N,Average,245501,19154,402133,8971,2186,14695,Y,4,-79.32884,43.66385
91,AAA BAR,Numbers Price,138 ADELAIDE ST E,5388217586,5916987289,enxaf@znt.ihg,mJH5z7IxIKINV @ tmv .com,6-10 years,Y,Own,32,12,17,155,54,93,N,Y,Y,N,Others,Y,Low-end,266616,76080,79891,8732,4917,2616,N,0,-79.37277,43.65178
92,AAA PUBLIC HOUSE,Evia Cremin,598 GERRARD ST E,6759656584,6412514253,zn@ktpgjnbsr.dau,64KjGKK1wYkOB @ gsh .com,1-5 years,Y,Lease,21,13,9,161,31,54,Y,Y,N,N,Japanese,Y,Average,231934,112899,115456,9511,1412,4734,N,0,-79.35193,43.66584
93,AAAMAZING SALAD,Brock Abshire,82A ADELAIDE ST E,2366871985,2585323576,tdpuroeays@vfp.cid,QuBRJDVuTZQna @ uod .com,1-5 years,N,"Lease, want to purchase",11,3,48,143,43,73,Y,Y,Y,N,Greek,N,Average,314729,93627,184246,10906,6007,6384,Y,4,-79.37473,43.65147
94,AANCH MODERNISTIC INDIAN CUISINE,Soon Turcotte,259 WELLINGTON ST W,3682541756,8941895164,danvxpiou@xgjdtumvwk.hdn,GLRsw8sQKhaLY @ cxk .com,1-5 years,N,Own,42,7,63,148,62,95,Y,Y,Y,N,Italian,N,Low-end,174267,53139,110803,4903,1163,3118,Y,1,-79.39078,43.64496
95,ABOGIDA LOUNGE,Franklin Stamm,1393 DANFORTH AVE,2485637946,7288173978,hoj@prldtugm.fqm,Q2XT3RyZTS1uu @ ltz .com,11-20 years,N,Lease,59,14,52,123,0,48,Y,Y,N,N,Chinese,N,Average,372758,126169,367526,8198,1148,8083,Y,1,-79.32765,43.68229
96,ABSINTHE COFFEE HOUSE CAFETERIA - PRIVATE ACCESS,Letty Predovic,"4700 KEELE ST, Unit-13",5872385421,6431937315,xwtakf@ah.rsa,5sF4aIpTa4gYQ @ egj .com,Over 20 years,Y,Lease,43,10,5,73,40,97,Y,N,N,N,Chinese,N,Low-end,211627,66395,218527,7684,1392,7934,Y,2,-79.50234,43.77342
97,ABSOLUTE COMEDY,Oliver Ortiz,"2335 YONGE ST, Unit-2",2731654671,4919149715,uetv@b.jwa,BAxj8t8i5196E @ pgz .com,1-5 years,N,Lease,51,16,12,71,43,61,Y,Y,N,N,Thai,N,Average,297262,7833,8614,10330,1248,299,N,0,-79.39832,43.70864
98,ABU HUMMUS,Cornelius Nader,199 BALDWIN ST,5367581276,1976923157,hesiwmvx@jas.tey,enJBYFkGnOfgm @ lmw .com,6-10 years,N,Own,49,1,9,149,59,68,Y,N,Y,N,Mexican,N,Average,470642,40907,45702,14379,1799,1396,N,0,-79.40168,43.65448
99,ABURI HANA,Wilda O'Keefe,102 YORKVILLE AVE,6976214735,9874175367,rbzeicfjl@sczxfepiw.rhi,tf9tnY99Am2Pe @ wkc .com,Under 1 year,Y,Own,65,2,63,162,18,42,N,Y,Y,N,Greek,N,Low-end,206868,67272,184330,6571,3337,5855,Y,5,-79.39255,43.67107
100,ABYSSINA ETHIOPIAN RESTAURANT,Emmanuel Purdy,884 DANFORTH AVE,2691468619,5842612637,cfhqn@ulvhaemn.kmx,ppIxqdJ4144SM @ nqi .com,1-5 years,N,Own,68,2,6,132,55,51,Y,Y,Y,N,Korean,N,Low-end,146719,6005,6604,3661,1440,164,N,0,-79.33986,43.68015
101,AC CAFE,Erik Schneider,55 HARBORD ST,3676243541,2783186137,aztci@bv.fgy,bdYLWsrfR5NB8 @ ipx .com,6-10 years,N,Lease,11,16,13,77,57,85,N,Y,Y,N,Greek,N,Average,198027,3532,3109,7169,652,112,N,0,-79.40104,43.66286
102,ACAI CONCEPT,Victor Swaniawski,829 DUNDAS ST W,4371788297,5931934215,itrxcvmwn@tagkzqox.los,bOqZ3K9SCS7UY @ jbo .com,Under 1 year,N,Own,10,10,7,143,38,79,Y,Y,Y,N,Vietnamese,N,Low-end,164079,34857,38506,4486,903,1052,N,0,-79.40923,43.65165
103,ACQUA DOLCE,Terence Zboncak,50 PRINCE EDWARD IS CRES,9524792354,1461459854,dau@tlqrskpd.ihg,WOq56Z7AxuWht @ wog .com,Under 1 year,Y,Lease,56,15,67,158,69,88,Y,Y,N,N,Italian,Y,Low-end,271455,63245,121526,12193,4324,5458,Y,1,-79.42203,43.63147
104,ACTIONLITE RESTAURANT,Abram Kuhlman,971 OSSINGTON AVE,4275829253,6714934659,nkgbwoed@b.gsy,tsc45TpQWi8M6 @ ovy .com,6-10 years,N,Own,43,9,18,79,34,78,Y,Y,Y,N,Vietnamese,Y,Low-end,167449,30176,25889,4280,1339,661,N,0,-79.42811,43.66788
105,ADAM'S PUB,Cassidy Batz,1760 VICTORIA PARK AVE,5127164521,7969826791,razjhgbl@pwkbl.nqg,13K5TpSBln2Ff @ tem .com,1-5 years,N,Own,37,11,13,149,61,51,N,Y,N,N,Mexican,Y,Low-end,146141,29746,33035,3251,1780,734,N,0,-79.30792,43.7366
106,ADAM'S SHAWARMA,Lance Nikolaus,78 WELLESLEY ST E,6142856587,6923988475,kbf@ry.ctm,LAnBeEXMOkBKx @ mja .com,11-20 years,Y,Own,46,16,9,72,15,89,Y,Y,N,N,Italian,Y,Average,196256,24600,24429,4059,2094,505,N,0,-79.38047,43.66597
107,ADAMSON BARBECUE,Tanna Watsica,176 WICKSTEED AVE,5432318526,1681398749,ar@wxtailjsz.bxk,NA,6-10 years,Y,"Lease, want to purchase",36,12,10,79,23,64,N,Y,N,N,Greek,Y,Average,496529,49792,44628,18892,7498,1698,N,0,-79.35314,43.71252
108,ADDIS CAFE & DONUT,Delora Jenkins,"3200 DANFORTH AVE, Unit-4",4727136342,8432386523,lxt@hwb.evu,Dng7zzvPO2igf @ duw .com,Over 20 years,N,Lease,66,17,59,131,65,40,N,N,Y,N,Mediterranean,N,Low-end,234072,8489,209455,9457,1467,8463,Y,4,-79.28381,43.69255
109,ADEGA RESTAURANT,Theo Turner,33 ELM ST,5786915647,5318418197,amkxgofhzs@yucspjhgfd.oqz,831j5iIumOVI6 @ glc .com,Under 1 year,N,Lease,34,10,20,111,68,43,Y,Y,N,N,American,N,Low-end,261026,57706,232751,9539,1905,8505,Y,4,-79.38327,43.65733
110,ADI BIRYANI & KABOB HOUSE,Donovan Gorczany,462 BIRCHMOUNT RD,1959575983,3895281547,ofduv@ibxzclrpq.ozx,PjF1r0Z1xOWdE @ dwv .com,Over 20 years,N,Own,27,13,49,72,2,77,Y,Y,N,Y,Greek,N,Low-end,209465,53261,128384,8589,1753,5264,Y,1,-79.2696,43.70729
111,ADONAI,Marquerite Feest,4164 KINGSTON RD,7343148129,1952567854,jgtvh@ojaixcn.upy,J2IqsJC7Yxfgz @ ljf .com,Under 1 year,Y,Lease,58,10,20,83,23,44,N,N,N,N,Indian,Y,Average,355368,10379,313912,10888,2543,9618,Y,4,-79.1984,43.7587
112,ADVANTAGE HEALTH MATTERS INC.,Tod Schmeler,5787 STEELES AVE W,1349753149,5711673614,aslrhmy@mv.alo,eDIb8KoF3Bmyv @ fnh .com,6-10 years,N,Own,43,11,32,70,52,80,Y,Y,Y,N,Greek,N,Low-end,227414,13989,151722,7880,1033,5257,Y,5,-79.56754,43.76584
113,AFANTY UYHHUR HALAL RESTURANT,Erik Zieme,"5651 STEELES AVE E, Unit-D6",2494735486,1838519536,ldkptsrmf@qdmeg.rvi,9FvAXe1uDgCSk @ ztm .com,Under 1 year,N,Own,33,14,15,94,66,57,Y,Y,N,N,Japanese,N,Low-end,255774,141310,158665,5625,2507,3489,N,0,-79.26675,43.83219
114,AFGHAN CUISINE,Margery Schulist,66 OVERLEA BLVD,7194234986,7261656453,krvxspjz@mufrczhw.wkm,h0ZOdAE4q1LCp @ dmb .com,Under 1 year,N,Lease,49,13,6,95,53,94,Y,N,N,Y,Japanese,N,Low-end,145950,60165,52380,5072,218,1820,N,0,-79.34298,43.70806
115,AFGHAN KEBOB CUISINE,Teodora Kautzer,"2298 ISLINGTON AVE, Bldg-0",1934161769,3719627135,ntw@thkivsy.orh,QtWhliQLowP6K @ byv .com,1-5 years,Y,Own,54,19,11,155,26,45,N,N,Y,N,Japanese,N,High-end,533878,70756,62954,11838,4949,1395,N,0,-79.55585,43.71533
116,AFRICAN CHOP BAR,Jesus Smith,"2503 FINCH AVE W, Bldg-0",8926585821,5348133875,rtqu@qjczwp.xjl,XgCIHECvtXhRT @ gxd .com,11-20 years,Y,Lease,61,6,6,97,13,51,Y,Y,N,N,Chinese,Y,Average,301061,51252,45285,7977,2629,1200,N,0,-79.55324,43.74954
117,AFRICAN DELIGHT CAFE & RESTAURANT,Fermin Murphy,1180 BLOOR ST W,7698162437,4584318435,iucbskxdn@zbinjcd.rxn,XRuP1gT5SNjM3 @ xan .com,Over 20 years,N,Lease,43,10,14,158,12,42,Y,Y,Y,N,Mexican,Y,Low-end,152488,26774,30261,4658,428,924,N,0,-79.43743,43.65953
118,AFRICAN PALACE RESTAURANT,Chadwick Keebler,977 BLOOR ST W,3862851459,2354979816,fvayhedzmr@xpny.jvl,qchB3gPfBZy5u @ ver .com,11-20 years,N,Own,58,1,9,90,5,85,N,Y,Y,N,Greek,Y,High-end,582159,49655,51857,19585,8390,1744,N,0,-79.42905,43.66116
119,AFRICAN PLAYER RESTAURANT,Ahmed Kautzer,1297 WESTON RD,6459236357,6851563945,o@zcbah.yjx,SQUOZEflvQFPA @ tgo .com,11-20 years,N,Own,58,2,53,141,7,92,Y,Y,Y,N,Japanese,N,Average,281331,114550,217975,12602,3469,9764,Y,1,-79.49595,43.6894
120,AFRICAN VILLAGE,Berry Thompson,"2849 WESTON RD, Bldg-0",7412987395,8623659635,qbrosnzey@zehqcjipva.aeq,rphx2EE8xPLAu @ gbr .com,1-5 years,N,Lease,40,15,61,103,61,54,Y,N,N,N,Japanese,Y,Average,285293,137634,305829,11258,2814,12069,Y,5,-79.53704,43.72103
121,AFRO CONTINENTAL RESTAURANT,Rod Mayer,849 ALBION RD,2481466924,7563891976,b@prtdhexa.xij,ncMtGQnh09Ng1 @ chj .com,11-20 years,N,Own,49,15,65,144,32,41,N,Y,Y,N,American,Y,Low-end,145894,46922,105102,5281,1676,3805,Y,4,-79.5601,43.73451
122,AFRO SPICE,Coretta Rath,45 FOUR WINDS DR,8312415783,9849219485,zleugpxb@bdvg.osc,zjzgQaNwSWKeJ @ bmq .com,1-5 years,N,Own,26,10,8,97,10,73,N,Y,Y,Y,Mediterranean,Y,Average,476023,40684,129362,19067,7555,5181,Y,3,-79.49967,43.76333
123,AGAINST THE GRAIN URBAN TAVERN,Antony Friesen,125 QUEENS QUAY E,3654574726,7546191579,ubfw@sixcrkntzg.qhm,wBqggXuWfAzLG @ mrs .com,Under 1 year,N,Lease,20,6,28,103,31,76,Y,N,N,N,American,N,Low-end,183185,57542,124436,3789,306,2573,Y,5,-79.36939,43.64379
124,AGENDA CAFE,Rowena Lesch,622 COLLEGE ST,5639571486,8643722168,pbnxkj@qirgsbp.bzd,w4cDGhxgb1v4g @ wvp .com,1-5 years,N,Lease,19,9,10,136,16,57,N,N,Y,N,Italian,Y,High-end,448804,10685,10341,18662,7095,430,N,0,-79.4149,43.65502
125,AGIO RISTORANTE,Cody Witting,1351 ST CLAIR AVE W,9379839267,8979541956,mnkx@cwnsx.cyr,6S7DWWC7Ma1L5 @ qlr .com,1-5 years,N,Lease,21,4,61,94,52,68,Y,Y,N,Y,Korean,N,Average,486747,97076,380418,19683,3086,15383,Y,4,-79.4507,43.676
126,AGO BISTRO,Richie Hayes,317 DUNDAS ST W,7231766935,3497957428,lwfaxyogq@hufrjt.uzy,JOJvi0NGcG5St @ bfw .com,1-5 years,N,Own,12,15,46,72,66,68,Y,Y,Y,Y,Italian,Y,Average,522265,279976,164666,20217,6135,6374,Y,1,-79.39371,43.65384
127,AH SO SUSHI,Debera Walker,1005 LAKE SHORE BLVD E,9374539627,4736174961,mvr@vres.rmz,NA,1-5 years,Y,Own,8,14,14,143,15,71,Y,Y,N,N,Vietnamese,Y,Low-end,192503,61133,57875,7324,669,2202,N,0,-79.32973,43.65767
128,AHZAR,Aleisha Leffler,96 OSSINGTON AVE,1957521823,1422438527,pgtzkqvjyl@bhlfex.hil,BWgCCy6djt2FQ @ edp .com,Under 1 year,N,Own,17,15,5,159,43,57,Y,Y,N,N,Korean,N,Average,431822,159358,153877,15717,977,5600,N,0,-79.42001,43.64632
129,AHZIMAE ZIPBAP,Benny Goyette,6068 YONGE ST,9717615728,2765494678,hrqwc@t.alb,4bxEhCuzs00Uh @ hpu .com,1-5 years,Y,Lease,10,10,35,92,22,78,N,N,Y,N,Mexican,N,Average,453740,157421,274404,9559,2379,5781,Y,1,-79.41853,43.79049
130,AISH TANOOR,Gina O'Kon,994 EGLINTON AVE W,4251755236,3988533274,aqgieh@shydloab.gid,qC5jmlqQFzOfc @ hmw .com,1-5 years,Y,Lease,49,16,18,135,0,89,Y,N,Y,N,Thai,N,High-end,687029,214737,215193,15313,2244,4796,N,0,-79.42955,43.70038
131,AJI SAI JAPANESE RESTAURANT,Carlos Hartmann,467-469 QUEEN ST W,2534152381,4361676219,imq@fhbvstku.xth,NA,6-10 years,N,"Lease, want to purchase",45,3,68,72,49,63,Y,Y,N,N,Mediterranean,Y,High-end,724544,293637,209529,27409,14884,7926,Y,3,-79.39755,43.6485
132,AJI SAI RESTAURANT,Cathern Parker,783 DANFORTH AVE,7489258325,2584987863,sqe@arvcbkmuy.pyi,lLd5TfvDJxHgB @ jjz .com,1-5 years,Y,Own,18,1,4,82,31,56,Y,N,Y,N,Greek,N,Low-end,127410,44688,193309,3903,2305,5923,Y,3,-79.34166,43.67935
133,AJI SUSHI,Garrett Kuvalis,"3999 KEELE ST, Unit-#1/BLDNGF",3898624918,9634734681,fliowv@l.esa,Lrii1hdmHTkOz @ xvb .com,11-20 years,N,Own,64,12,18,121,9,70,Y,Y,Y,N,Thai,Y,Low-end,198497,24090,26137,5260,1161,692,N,0,-79.492679999999993,43.77259
134,AJISEN RAMEN,Jospeh Beahan,5229 YONGE ST,1245985948,5328314517,vgarf@dcs.eqo,skO9FOYe4YpjK @ fms .com,Under 1 year,Y,Lease,62,18,39,157,28,87,Y,Y,N,N,Korean,N,Average,339977,93524,142924,12324,4392,5181,Y,1,-79.413,43.77162
135,AJISEN RAMEN,Zackary Terry,"3720 MIDLAND AVE, Unit-115",7615948695,5497529163,gbcsjdutvy@kyrjmtuogb.kzo,agHUJlSAwDdgT @ mvk .com,6-10 years,Y,Own,41,16,44,129,46,71,Y,Y,Y,N,Greek,N,Low-end,138458,61219,173303,6202,23,7763,Y,5,-79.29337,43.8157
136,AJISEN RAMEN,Katina Schmidt,332 SPADINA AVE,4966357619,7414237915,xj@pyfaiek.sgm,FV1p7f1oxGj8X @ lzy .com,Under 1 year,Y,Own,47,16,1,89,25,93,Y,Y,Y,N,Vietnamese,N,Low-end,194377,46863,50109,7670,483,1977,N,0,-79.39852,43.6539
137,AKA-ONI JAPANESE CUISINE,Frances Kerluke,633 SILVER STAR BLVD,8344852913,6356594796,k@sj.kis,IV3P25m2klF7V @ wuq .com,1-5 years,N,"Lease, want to purchase",51,5,57,94,37,77,Y,Y,N,Y,Japanese,N,Low-end,179241,25516,112946,7179,843,4524,Y,5,-79.29921,43.82188
138,AKAI,Tyson Carroll,168 MAJOR ST,2869653562,7427167398,ron@xvcn.bko,NA,Under 1 year,N,Lease,37,7,11,167,50,66,Y,N,Y,N,Japanese,N,Low-end,177110,24253,25096,7162,390,1014,N,0,-79.40502,43.66308
139,AKIRA BACK,Landon Blanda,80 BLUE JAYS WAY,2589644371,3983194796,fuokazbiw@irjwg.vyn,CJiXez14BOhWj @ wot .com,11-20 years,N,Own,59,11,58,103,24,47,Y,Y,Y,Y,Mediterranean,Y,Low-end,252550,47236,103921,9776,602,4022,Y,2,-79.3923,43.64603
140,AKROPOLIS PATRIES + PIES,Lanny Gutkowski,708 DANFORTH AVE,3149675874,8931838721,bnpdvotiyh@okmhqtfpyv.ian,RgoRB5PKJe3CD @ wbh .com,1-5 years,Y,Lease,59,7,6,162,64,77,Y,N,N,N,Others,Y,Low-end,226038,59873,55197,8227,302,2009,N,0,-79.34349,43.67949
141,AL MAC'S BAR & GRILL,Logan Hyatt,2459 KINGSTON RD,2913946739,1891427194,msrhyua@xacrp.cfq,fdhjBQrrfg2VV @ hcd .com,6-10 years,N,Own,52,12,9,102,4,66,N,Y,Y,N,American,N,Average,269535,53102,55823,8633,237,1788,N,0,-79.24878,43.70981
142,AL MANDI TORONTO,Jule Waters,1328 DANFORTH AVE,1589428524,1567946843,grkyxid@auqvb.ifd,K4MHBI5mmbFAt @ axu .com,11-20 years,N,Lease,30,11,18,116,43,57,Y,N,Y,N,Greek,Y,Low-end,205106,125471,144038,4321,48,3034,Y,5,-79.32937,43.68235
143,AL'S PIZZERIA & GRILL,Erasmo Cassin,"448 KENNEDY RD, Flr-1",2388737586,6515671843,lc@oknlfxq.suy,jiIqynbq0inSi @ pfo .com,6-10 years,N,Lease,42,4,5,111,61,84,Y,Y,Y,N,Korean,N,High-end,766514,311725,357599,22546,3675,10518,N,0,-79.2615,43.7155
144,AL-ARUBA RESTAURANT,Krissy Conroy,377 ALBION RD,9724324982,4629381245,ezuo@iyfo.wpz,mS3oAr2F4gBtd @ hqf .com,1-5 years,N,Own,51,2,43,155,2,86,N,Y,Y,N,Vietnamese,N,Average,430634,6858,119528,16435,6858,4561,Y,4,-79.55153,43.72544
145,AL-MANI GRILL AND BIRYANI,Kelly Raynor,2658 DANFORTH AVE,3625824789,2349725268,wnyepcfto@eiymhg.vgk,L2GSaVVbEs0VG @ caq .com,1-5 years,Y,Lease,45,8,6,93,14,87,Y,Y,Y,Y,American,Y,Average,365549,188846,179581,14600,2365,7172,N,0,-79.2995,43.6889
146,AL-MEEZAN SPICY GRILL LTD.,Lasonya Waelchi,670 REXDALE BLVD,6925743216,3293682398,zbnsklc@ug.zyn,bN3R5rCdt3jXC @ vyd .com,11-20 years,N,Lease,54,1,19,102,13,64,Y,N,Y,N,Chinese,N,Low-end,209162,67462,67548,7582,4482,2448,N,0,-79.61329,43.72076
147,ALAN,Tyrone Powlowski,856 SHEPPARD AVE W,1659419278,6388236341,e@v.dtg,NA,6-10 years,N,Lease,64,8,4,155,47,43,Y,Y,Y,N,Greek,N,Average,350198,97814,253046,9249,3136,6683,Y,4,-79.45289,43.75276
148,ALBANY PIZZA,Judy Rice,"222 LANSDOWNE AVE, Unit-B",3168735683,6158612465,kfjo@guhfcdmt.pgu,TiHFPifnKVkyy @ rfw .com,1-5 years,N,Lease,60,12,9,125,48,55,Y,Y,N,N,Chinese,N,Low-end,225401,102431,103369,7219,2612,3311,N,0,-79.43912,43.64771
149,ALBASHA,Lorri Gusikowski,1348 KENNEDY RD,5697942968,4284311394,mwfb@oc.vzw,HunDSUr9OVmV1 @ wql .com,1-5 years,Y,Own,66,11,16,140,62,62,Y,Y,Y,N,Greek,N,High-end,547116,6221,333555,14674,6221,8946,Y,4,-79.27985,43.76156
150,ALBATROS PUB,Virgil Ondricka,3057 LAKE SHORE BLVD W,4273574273,6427847386,q@njftc.eyf,uerDCttifXNea @ fwg .com,1-5 years,N,Lease,8,15,8,107,55,79,Y,N,Y,N,Chinese,N,High-end,728093,371583,335393,19470,10449,8968,N,0,-79.50999,43.59951
151,ALBERT'S REAL JAMAICAN FOODS,Roy Pfeffer,542 ST CLAIR AVE W,2356972867,4719417329,qtpevn@hconswr.ncd,VCRXihGqni8ob @ jmf .com,Under 1 year,Y,Lease,25,4,5,133,18,56,Y,N,Y,N,Italian,N,Low-end,131681,45057,42463,5025,444,1620,N,0,-79.42077,43.68294
152,ALBERTO'S SPORTS BAR & GRILL,Korey Marks,2560 FINCH AVE W,5486456349,6427959756,sfmdrjh@yund.wkb,rvQd0Nsfm5obI @ yvg .com,1-5 years,N,Lease,8,4,34,83,11,85,Y,Y,Y,N,Greek,N,Average,284260,38598,244372,8035,1222,6907,Y,5,-79.56097,43.74894
153,ALCHEMY RESTAURANT & BAR,Monserrate Rolfson,890 COLLEGE ST,2819216957,2411731468,lycrxgmzod@zdqipyrvuf.ktx,kU84sObpTFscK @ zss .com,6-10 years,Y,"Lease, want to purchase",50,8,39,80,18,40,Y,N,Y,N,Korean,Y,Average,360501,124266,182021,13927,7400,7032,Y,5,-79.42511,43.65387
154,ALCOVE COFFEE,Carmine Goldner,34 CAWTHRA AVE,6531792635,2979751586,wyt@kcfue.jmx,LyImcA8Rzs0Ff @ kuh .com,6-10 years,N,Lease,21,9,12,78,0,47,N,N,Y,N,Italian,Y,Average,239473,20659,19879,5513,3540,457,N,0,-79.46382,43.66893
155,ALEPPO KEBAB,Keenan Runolfsson,"1960 LAWRENCE AVE E, Unit-11",2716841674,9456151872,cibmuvdxfo@pvcft.kyb,3FI7OdFY1Gh7f @ xhx .com,Over 20 years,N,Own,56,14,14,93,68,56,Y,N,Y,N,Indian,N,Average,398510,44788,385492,17787,3222,17206,Y,4,-79.29824,43.74496
156,ALEXANDRIA FALAFEL,Patrick Bednar,1233 QUEEN ST W,6547129658,9348564296,zc@xof.atp,F2lrtGggSIhfo @ axm .com,1-5 years,N,Own,66,6,8,109,17,42,Y,Y,N,N,Greek,Y,Low-end,245706,13877,12812,9813,1099,511,N,0,-79.430179999999993,43.64192
157,ALEXANDROS TAKE OUT,Newton Jast,"484 DANFORTH AVE, Unit-1",9513688154,6248417523,zq@dtgimaqc.qnh,qt9GPLhiCxGJS @ dox .com,1-5 years,N,Lease,27,1,3,152,31,45,Y,Y,Y,N,Vietnamese,Y,High-end,442508,92418,80720,14493,3280,2643,N,0,-79.34931,43.6783
158,ALFIES BAR & GRILL,Delmy Orn,222 QUEEN ST E,7951564867,6326852945,kjgvuzax@tpkrj.bfq,ScQDN0Yy4diUh @ csc .com,1-5 years,N,Lease,58,14,10,150,18,51,N,Y,N,N,Others,N,Low-end,223280,2451,2548,5897,1021,67,N,0,-79.3691,43.6546
159,ALI BABA,Babette Ernser,2202 DUNDAS ST W,2838537124,8972344156,jfmnuigk@gf.vsu,oZgQDDSvLlEQN @ sgf .com,11-20 years,Y,Own,62,4,48,132,23,43,Y,N,Y,Y,Italian,N,Low-end,153141,41160,142717,4328,1498,4034,Y,1,-79.45136,43.65372
160,ALI BABA,Rufus Borer,890 BLOOR ST W,2675619743,1254577823,euzarwli@fosmgq.ulw,K18BBAov3orgy @ wra .com,11-20 years,N,"Lease, want to purchase",67,9,42,147,14,65,Y,N,N,N,Mexican,N,Average,415426,132353,250743,9751,1066,5885,Y,3,-79.42558,43.66223
161,ALI BABA 'S,Craig Littel,901 KING ST W,7521522498,6724583964,thkzop@d.wmu,zz1rCIYEgjuGi @ qna .com,11-20 years,Y,Own,49,19,44,129,13,62,Y,Y,N,N,Japanese,Y,High-end,616248,119633,454415,17341,170,12787,Y,4,-79.41142,43.6421
162,ALI BABA 'S,Bambi Ritchie,2549 YONGE ST,8318371927,1723286431,pucxeb@jicpony.bui,NA,6-10 years,N,Own,44,4,1,148,45,84,N,Y,Y,N,Greek,N,Low-end,130805,46114,44425,5053,362,1716,N,0,-79.39947,43.71331
163,ALI BABA'S,Chester Little,117 DANFORTH AVE,8295268691,8196356918,nboiehaqc@kmvqupnwo.ewo,9iXpJi9sXerFb @ bhl .com,6-10 years,Y,Lease,36,6,53,88,58,69,N,Y,Y,N,Greek,N,Average,394021,8823,337761,12737,3068,10918,Y,5,-79.35791,43.67621
164,ALI BABA'S,Sana Pagac,"5109 STEELES AVE W, Unit-13",4821742548,3692635461,aep@lvxmdak.lcu,WkmbYwPS6Jk56 @ hck .com,Over 20 years,Y,Lease,19,19,8,157,55,73,Y,Y,N,N,Italian,N,Average,225706,28974,32508,5982,429,861,N,0,-79.54873,43.76937
165,ALI BABA'S,Tim O'Keefe,197 DUNDAS ST W,4391822946,1728122589,vlrpo@dlmgetsfy.ald,OOezCcWk6UZvW @ xxa .com,Under 1 year,N,Own,51,7,5,160,33,68,Y,Y,Y,N,Thai,N,Low-end,191516,19869,17063,4409,188,392,N,0,-79.38723,43.65484
166,ALI BABA'S MIDDLE EASTERN CUISINE,Nestor Weber,1430 QUEEN ST W,6895828643,1942644189,cmiy@eh.rqp,oZloOMmr9hUvb @ sww .com,Over 20 years,N,Own,30,12,47,157,67,66,Y,Y,Y,N,Greek,N,High-end,570398,299323,429116,20711,3384,15581,Y,4,-79.4353,43.64087
167,ALI BABA'S MIDDLE EASTERN CUISINE,Ashlyn Boehm,1283 BLOOR ST W,5786149143,1859811973,o@o.fkc,LaU5QnVZ5ouT6 @ lpw .com,1-5 years,N,Lease,45,18,64,115,20,55,Y,N,N,N,Mexican,Y,High-end,424213,23088,499273,13475,5244,15860,Y,5,-79.44247,43.6584
168,ALI BABA'S MIDDLE EASTERN CUISINE,Darell Koepp,2246 BLOOR ST W,3693922164,8391848463,ibpw@wigmkjy.lmj,gpdql9PEzlPjX @ ayl .com,6-10 years,N,Own,19,9,8,89,3,79,Y,Y,N,N,Korean,N,High-end,502256,85117,79006,12534,5687,1971,N,0,-79.47727,43.65114
169,ALI BABA'S MIDDLE EASTERN CUISINE,Gino Botsford,1878 WESTON RD,3279875684,3544657549,uxpdzw@jfplgt.uae,x5HoIAlAeSlEB @ low .com,1-5 years,Y,Lease,53,15,6,73,3,77,Y,Y,N,N,Mexican,N,Average,500561,72574,70506,19447,97,2739,N,0,-79.51578,43.69976
170,ALI'S TANDOORI CURRY HOUSE,Sanford Kuphal,2306 QUEEN ST E,5927915812,5891685421,csmiaztjy@e.afi,zHTCSri73OlKz @ lvl .com,Over 20 years,N,Own,56,1,64,120,37,55,N,N,N,N,Japanese,Y,Average,401364,49247,248010,9413,1149,5816,Y,4,-79.28376,43.67359
